model_type,library,optimizer,threshold,dof,dof_name,with_lambda,ate,grade,n_terms
SINDy,UC,STLSQ,0.0001,2,thetaddot,False,2.4443566571132047,F,12
SINDy,UC,STLSQ,0.000251,2,thetaddot,False,2.4443566571132047,F,12
SINDy,UC,STLSQ,0.000631,2,thetaddot,False,2.4443566571132047,F,12
SINDy,UC,STLSQ,0.001585,2,thetaddot,False,2.4443566571132047,F,12
SINDy,UC,STLSQ,0.003981,2,thetaddot,False,2.4652776747368335,F,11
SINDy,UC,STLSQ,0.01,2,thetaddot,False,2.4652776747368335,F,11
SINDy,UC,STLSQ,0.016681,2,thetaddot,False,2.4524313992740967,F,10
SINDy,UC,STLSQ,0.027826,2,thetaddot,False,2.4440302974850776,F,9
SINDy,UC,STLSQ,0.046416,2,thetaddot,False,2.446966692933361,F,7
SINDy,UC,STLSQ,0.077426,2,thetaddot,False,2.450746047606123,F,5
SINDy,UC,STLSQ,0.129155,2,thetaddot,False,2.4355708301434387,F,3
SINDy,UC,STLSQ,0.215443,2,thetaddot,False,2.4077468835435023,F,1
SINDy,UC,STLSQ,0.359381,2,thetaddot,False,2.4077468835435023,F,1
SINDy,UC,STLSQ,0.599484,2,thetaddot,False,2.4077468835435023,F,1
SINDy,UC,STLSQ,1.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,STLSQ,3.162278,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,STLSQ,10.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,STLSQ,31.622777,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L1,0.0001,0,xddot,False,0.44468366019410477,D,12
SINDy,UC,SR3_L1,0.000251,0,xddot,False,0.44468110936327393,D,12
SINDy,UC,SR3_L1,0.000631,0,xddot,False,0.44467469042044433,D,12
SINDy,UC,SR3_L1,0.001585,0,xddot,False,0.4446585778073684,D,12
SINDy,UC,SR3_L1,0.003981,0,xddot,False,0.44461812507283033,D,12
SINDy,UC,SR3_L1,0.01,0,xddot,False,0.44638551138645904,D,9
SINDy,UC,SR3_L1,0.016681,0,xddot,False,0.4479757494489798,D,9
SINDy,UC,SR3_L1,0.027826,0,xddot,False,0.44960383505966445,D,9
SINDy,UC,SR3_L1,0.046416,0,xddot,False,0.45207468216349284,D,7
SINDy,UC,SR3_L1,0.077426,0,xddot,False,0.45480727952389854,D,3
SINDy,UC,SR3_L1,0.129155,0,xddot,False,0.45897785927682605,D,2
SINDy,UC,SR3_L1,0.215443,0,xddot,False,0.46622438393008936,D,1
SINDy,UC,SR3_L1,0.359381,0,xddot,False,0.47223075526506314,D,1
SINDy,UC,SR3_L1,0.599484,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L1,1.0,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L1,3.162278,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L1,10.0,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L1,31.622777,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L1,0.0001,1,yddot,False,0.2695811422708929,D,12
SINDy,UC,SR3_L1,0.000251,1,yddot,False,0.26938020703064686,D,12
SINDy,UC,SR3_L1,0.000631,1,yddot,False,0.2688745641840601,D,12
SINDy,UC,SR3_L1,0.001585,1,yddot,False,0.2676052742685743,D,12
SINDy,UC,SR3_L1,0.003981,1,yddot,False,0.2644183120618641,D,12
SINDy,UC,SR3_L1,0.01,1,yddot,False,0.25641827507694737,D,12
SINDy,UC,SR3_L1,0.016681,1,yddot,False,0.24754911424232212,D,12
SINDy,UC,SR3_L1,0.027826,1,yddot,False,0.23278252533360386,D,12
SINDy,UC,SR3_L1,0.046416,1,yddot,False,0.20894225374947434,D,11
SINDy,UC,SR3_L1,0.077426,1,yddot,False,0.16913854206970078,D,11
SINDy,UC,SR3_L1,0.129155,1,yddot,False,0.09421074310387621,C,9
SINDy,UC,SR3_L1,0.215443,1,yddot,False,0.052715373543050704,C,6
SINDy,UC,SR3_L1,0.359381,1,yddot,False,0.04743709801491019,B,5
SINDy,UC,SR3_L1,0.599484,1,yddot,False,0.2755994186118804,D,1
SINDy,UC,SR3_L1,1.0,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,SR3_L1,3.162278,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,SR3_L1,10.0,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,SR3_L1,31.622777,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,SR3_L1,0.0001,2,thetaddot,False,2.444317026115735,F,12
SINDy,UC,SR3_L1,0.000251,2,thetaddot,False,2.444257183543311,F,12
SINDy,UC,SR3_L1,0.000631,2,thetaddot,False,2.4441065875853805,F,12
SINDy,UC,SR3_L1,0.001585,2,thetaddot,False,2.4437285203186745,F,12
SINDy,UC,SR3_L1,0.003981,2,thetaddot,False,2.4427790424182763,F,12
SINDy,UC,SR3_L1,0.01,2,thetaddot,False,2.441124929614343,F,11
SINDy,UC,SR3_L1,0.016681,2,thetaddot,False,2.4438185325794146,F,9
SINDy,UC,SR3_L1,0.027826,2,thetaddot,False,2.444433500139551,F,7
SINDy,UC,SR3_L1,0.046416,2,thetaddot,False,2.445056064340208,F,7
SINDy,UC,SR3_L1,0.077426,2,thetaddot,False,2.4477043454262075,F,5
SINDy,UC,SR3_L1,0.129155,2,thetaddot,False,2.4489722330076655,F,3
SINDy,UC,SR3_L1,0.215443,2,thetaddot,False,2.481655801545549,F,1
SINDy,UC,SR3_L1,0.359381,2,thetaddot,False,2.549076917160456,F,1
SINDy,UC,SR3_L1,0.599484,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L1,1.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L1,3.162278,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L1,10.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L1,31.622777,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,LASSO,0.0001,0,xddot,False,0.44253180406809783,D,10
SINDy,UC,LASSO,0.000251,0,xddot,False,0.4408905239182819,D,8
SINDy,UC,LASSO,0.000631,0,xddot,False,0.43966498260170356,D,6
SINDy,UC,LASSO,0.001585,0,xddot,False,0.43998407900183195,D,5
SINDy,UC,LASSO,0.003981,0,xddot,False,0.44064865034999595,D,4
SINDy,UC,LASSO,0.01,0,xddot,False,0.44133372036277674,D,3
SINDy,UC,LASSO,0.016681,0,xddot,False,0.4419967599855542,D,3
SINDy,UC,LASSO,0.027826,0,xddot,False,0.44310402614064603,D,3
SINDy,UC,LASSO,0.046416,0,xddot,False,0.4448382186130867,D,3
SINDy,UC,LASSO,0.077426,0,xddot,False,0.447909422769639,D,3
SINDy,UC,LASSO,0.129155,0,xddot,False,0.4530370851532675,D,3
SINDy,UC,LASSO,0.215443,0,xddot,False,0.45832670298634937,D,1
SINDy,UC,LASSO,0.359381,0,xddot,False,0.4616881883012642,D,1
SINDy,UC,LASSO,0.599484,0,xddot,False,0.46730234754484895,D,1
SINDy,UC,LASSO,1.0,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,LASSO,3.162278,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,LASSO,10.0,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,LASSO,31.622777,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,LASSO,0.0001,1,yddot,False,0.2716708978830613,D,11
SINDy,UC,LASSO,0.000251,1,yddot,False,0.2779269267107056,D,8
SINDy,UC,LASSO,0.000631,1,yddot,False,0.2739538475217329,D,8
SINDy,UC,LASSO,0.001585,1,yddot,False,0.28881532637290896,D,7
SINDy,UC,LASSO,0.003981,1,yddot,False,0.2967376135781875,D,6
SINDy,UC,LASSO,0.01,1,yddot,False,0.29620386046984776,D,6
SINDy,UC,LASSO,0.016681,1,yddot,False,0.31569873479071237,D,4
SINDy,UC,LASSO,0.027826,1,yddot,False,0.322977221714517,D,4
SINDy,UC,LASSO,0.046416,1,yddot,False,0.3351283453136186,D,4
SINDy,UC,LASSO,0.077426,1,yddot,False,0.35540964785770784,D,4
SINDy,UC,LASSO,0.129155,1,yddot,False,0.38927738899340575,D,4
SINDy,UC,LASSO,0.215443,1,yddot,False,0.4165073820784742,D,2
SINDy,UC,LASSO,0.359381,1,yddot,False,0.3922939007340959,D,1
SINDy,UC,LASSO,0.599484,1,yddot,False,0.3470657553270949,D,1
SINDy,UC,LASSO,1.0,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,LASSO,3.162278,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,LASSO,10.0,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,LASSO,31.622777,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,LASSO,0.0001,2,thetaddot,False,2.4468146286280876,F,9
SINDy,UC,LASSO,0.000251,2,thetaddot,False,2.4460096567423557,F,7
SINDy,UC,LASSO,0.000631,2,thetaddot,False,2.4484044349831353,F,7
SINDy,UC,LASSO,0.001585,2,thetaddot,False,2.452945079548682,F,6
SINDy,UC,LASSO,0.003981,2,thetaddot,False,2.4493258312333683,F,7
SINDy,UC,LASSO,0.01,2,thetaddot,False,2.441442951416534,F,6
SINDy,UC,LASSO,0.016681,2,thetaddot,False,2.4361172061827414,F,4
SINDy,UC,LASSO,0.027826,2,thetaddot,False,2.4353463443226517,F,4
SINDy,UC,LASSO,0.046416,2,thetaddot,False,2.434074249859863,F,4
SINDy,UC,LASSO,0.077426,2,thetaddot,False,2.433030153530792,F,3
SINDy,UC,LASSO,0.129155,2,thetaddot,False,2.436927178805436,F,1
SINDy,UC,LASSO,0.215443,2,thetaddot,False,2.4564468080588577,F,1
SINDy,UC,LASSO,0.359381,2,thetaddot,False,2.4890497591723646,F,1
SINDy,UC,LASSO,0.599484,2,thetaddot,False,2.543546809025498,F,1
SINDy,UC,LASSO,1.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,LASSO,3.162278,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,LASSO,10.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,LASSO,31.622777,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,Ridge,0.0001,0,xddot,False,0.44460282402907275,D,12
SINDy,UC,Ridge,0.000251,0,xddot,False,0.4444896295551225,D,12
SINDy,UC,Ridge,0.000631,0,xddot,False,0.4442530075933705,D,12
SINDy,UC,Ridge,0.001585,0,xddot,False,0.4438505404832799,D,12
SINDy,UC,Ridge,0.003981,0,xddot,False,0.4433448402080042,D,12
SINDy,UC,Ridge,0.01,0,xddot,False,0.4428625030986246,D,12
SINDy,UC,Ridge,0.016681,0,xddot,False,0.4426113082881337,D,12
SINDy,UC,Ridge,0.027826,0,xddot,False,0.44234790898949866,D,12
SINDy,UC,Ridge,0.046416,0,xddot,False,0.44204973587119567,D,12
SINDy,UC,Ridge,0.077426,0,xddot,False,0.44170850228919895,D,12
SINDy,UC,Ridge,0.129155,0,xddot,False,0.4413415305997216,D,12
SINDy,UC,Ridge,0.215443,0,xddot,False,0.4409882588140726,D,12
SINDy,UC,Ridge,0.359381,0,xddot,False,0.44068993829895475,D,12
SINDy,UC,Ridge,0.599484,0,xddot,False,0.44046943244859227,D,12
SINDy,UC,Ridge,1.0,0,xddot,False,0.4403271305309481,D,12
SINDy,UC,Ridge,3.162278,0,xddot,False,0.4402216346468016,D,12
SINDy,UC,Ridge,10.0,0,xddot,False,0.44033091306290223,D,12
SINDy,UC,Ridge,31.622777,0,xddot,False,0.4410409452887649,D,12
SINDy,UC,Ridge,0.0001,1,yddot,False,0.09869374252855995,C,12
SINDy,UC,Ridge,0.000251,1,yddot,False,0.09228721042814438,C,12
SINDy,UC,Ridge,0.000631,1,yddot,False,0.1054124033394833,C,12
SINDy,UC,Ridge,0.001585,1,yddot,False,0.12661335143159233,C,12
SINDy,UC,Ridge,0.003981,1,yddot,False,0.15450392929749765,D,12
SINDy,UC,Ridge,0.01,1,yddot,False,0.19281468069357524,D,12
SINDy,UC,Ridge,0.016681,1,yddot,False,0.21694186238821433,D,12
SINDy,UC,Ridge,0.027826,1,yddot,False,0.23984442361315506,D,12
SINDy,UC,Ridge,0.046416,1,yddot,False,0.25892803327458574,D,12
SINDy,UC,Ridge,0.077426,1,yddot,False,0.272850441107638,D,12
SINDy,UC,Ridge,0.129155,1,yddot,False,0.28159542647567365,D,12
SINDy,UC,Ridge,0.215443,1,yddot,False,0.28596889186300456,D,12
SINDy,UC,Ridge,0.359381,1,yddot,False,0.28714599499605203,D,12
SINDy,UC,Ridge,0.599484,1,yddot,False,0.28642806100152435,D,12
SINDy,UC,Ridge,1.0,1,yddot,False,0.2850548549107266,D,12
SINDy,UC,Ridge,3.162278,1,yddot,False,0.28416810583657337,D,12
SINDy,UC,Ridge,10.0,1,yddot,False,0.2905788254810477,D,12
SINDy,UC,Ridge,31.622777,1,yddot,False,0.3055349892940308,D,12
SINDy,UC,Ridge,0.0001,2,thetaddot,False,2.4445216278940096,F,12
SINDy,UC,Ridge,0.000251,2,thetaddot,False,2.4447446645009454,F,12
SINDy,UC,Ridge,0.000631,2,thetaddot,False,2.4451966921720665,F,12
SINDy,UC,Ridge,0.001585,2,thetaddot,False,2.4459039760403583,F,12
SINDy,UC,Ridge,0.003981,2,thetaddot,False,2.446584600047141,F,12
SINDy,UC,Ridge,0.01,2,thetaddot,False,2.4467040639388045,F,12
SINDy,UC,Ridge,0.016681,2,thetaddot,False,2.4463932454900115,F,12
SINDy,UC,Ridge,0.027826,2,thetaddot,False,2.445832719651897,F,12
SINDy,UC,Ridge,0.046416,2,thetaddot,False,2.44514329915756,F,12
SINDy,UC,Ridge,0.077426,2,thetaddot,False,2.4445365071214935,F,12
SINDy,UC,Ridge,0.129155,2,thetaddot,False,2.4442519675626673,F,12
SINDy,UC,Ridge,0.215443,2,thetaddot,False,2.4444660536184886,F,12
SINDy,UC,Ridge,0.359381,2,thetaddot,False,2.4452590675311354,F,12
SINDy,UC,Ridge,0.599484,2,thetaddot,False,2.446654443988739,F,12
SINDy,UC,Ridge,1.0,2,thetaddot,False,2.4486531820207142,F,12
SINDy,UC,Ridge,3.162278,2,thetaddot,False,2.4548874687416666,F,12
SINDy,UC,Ridge,10.0,2,thetaddot,False,2.461027297533314,F,12
SINDy,UC,Ridge,31.622777,2,thetaddot,False,2.4664794390980096,F,12
SINDy,UC,ElasticNet,0.0001,0,xddot,False,0.4416694392577941,D,11
SINDy,UC,ElasticNet,0.000251,0,xddot,False,0.44138785921448237,D,10
SINDy,UC,ElasticNet,0.000631,0,xddot,False,0.4400681061763152,D,8
SINDy,UC,ElasticNet,0.001585,0,xddot,False,0.4396285971991808,D,5
SINDy,UC,ElasticNet,0.003981,0,xddot,False,0.43972596543645986,D,5
SINDy,UC,ElasticNet,0.01,0,xddot,False,0.43972282852294936,D,3
SINDy,UC,ElasticNet,0.016681,0,xddot,False,0.4395610735902178,D,4
SINDy,UC,ElasticNet,0.027826,0,xddot,False,0.43965990371295255,D,5
SINDy,UC,ElasticNet,0.046416,0,xddot,False,0.43991672775845425,D,6
SINDy,UC,ElasticNet,0.077426,0,xddot,False,0.4407341298329317,D,5
SINDy,UC,ElasticNet,0.129155,0,xddot,False,0.44212387336039566,D,6
SINDy,UC,ElasticNet,0.215443,0,xddot,False,0.4442907308983761,D,6
SINDy,UC,ElasticNet,0.359381,0,xddot,False,0.4477964159100614,D,6
SINDy,UC,ElasticNet,0.599484,0,xddot,False,0.453316954786505,D,6
SINDy,UC,ElasticNet,1.0,0,xddot,False,0.46156222740574987,D,5
SINDy,UC,ElasticNet,3.162278,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,ElasticNet,10.0,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,ElasticNet,31.622777,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,ElasticNet,0.0001,1,yddot,False,0.25838181178177777,D,11
SINDy,UC,ElasticNet,0.000251,1,yddot,False,0.28091130058647906,D,9
SINDy,UC,ElasticNet,0.000631,1,yddot,False,0.2757923165881116,D,10
SINDy,UC,ElasticNet,0.001585,1,yddot,False,0.2784638674353196,D,10
SINDy,UC,ElasticNet,0.003981,1,yddot,False,0.2868057010999893,D,8
SINDy,UC,ElasticNet,0.01,1,yddot,False,0.29364198818907145,D,7
SINDy,UC,ElasticNet,0.016681,1,yddot,False,0.3019731773201476,D,7
SINDy,UC,ElasticNet,0.027826,1,yddot,False,0.31122422898275126,D,9
SINDy,UC,ElasticNet,0.046416,1,yddot,False,0.3155939630978595,D,8
SINDy,UC,ElasticNet,0.077426,1,yddot,False,0.3205887663448125,D,8
SINDy,UC,ElasticNet,0.129155,1,yddot,False,0.328011158815369,D,8
SINDy,UC,ElasticNet,0.215443,1,yddot,False,0.33770582012296,D,8
SINDy,UC,ElasticNet,0.359381,1,yddot,False,0.34809203108154385,D,8
SINDy,UC,ElasticNet,0.599484,1,yddot,False,0.35050011942236026,D,6
SINDy,UC,ElasticNet,1.0,1,yddot,False,0.3340895290282434,D,6
SINDy,UC,ElasticNet,3.162278,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,ElasticNet,10.0,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,ElasticNet,31.622777,1,yddot,False,0.2786098772390837,D,0
SINDy,UC,ElasticNet,0.0001,2,thetaddot,False,2.446594118781503,F,10
SINDy,UC,ElasticNet,0.000251,2,thetaddot,False,2.446869746924944,F,10
SINDy,UC,ElasticNet,0.000631,2,thetaddot,False,2.4489596371999958,F,9
SINDy,UC,ElasticNet,0.001585,2,thetaddot,False,2.4534473739854366,F,9
SINDy,UC,ElasticNet,0.003981,2,thetaddot,False,2.452040465569992,F,8
SINDy,UC,ElasticNet,0.01,2,thetaddot,False,2.4459796290995937,F,6
SINDy,UC,ElasticNet,0.016681,2,thetaddot,False,2.442837068800999,F,6
SINDy,UC,ElasticNet,0.027826,2,thetaddot,False,2.4484975647010656,F,6
SINDy,UC,ElasticNet,0.046416,2,thetaddot,False,2.4506734046700993,F,5
SINDy,UC,ElasticNet,0.077426,2,thetaddot,False,2.4544712829602258,F,5
SINDy,UC,ElasticNet,0.129155,2,thetaddot,False,2.4629224768405567,F,6
SINDy,UC,ElasticNet,0.215443,2,thetaddot,False,2.474566936428238,F,7
SINDy,UC,ElasticNet,0.359381,2,thetaddot,False,2.4907392316563293,F,7
SINDy,UC,ElasticNet,0.599484,2,thetaddot,False,2.5136673032064154,F,7
SINDy,UC,ElasticNet,1.0,2,thetaddot,False,2.549236917167485,F,5
SINDy,UC,ElasticNet,3.162278,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,ElasticNet,10.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,ElasticNet,31.622777,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L0,0.0001,0,xddot,False,0.4446853495316627,D,12
SINDy,UC,SR3_L0,0.000251,0,xddot,False,0.4446853495316627,D,12
SINDy,UC,SR3_L0,0.000631,0,xddot,False,0.4446853495316627,D,12
SINDy,UC,SR3_L0,0.001585,0,xddot,False,0.4443034282113268,D,7
SINDy,UC,SR3_L0,0.003981,0,xddot,False,0.450695966893146,D,4
SINDy,UC,SR3_L0,0.01,0,xddot,False,0.4506904650298751,D,4
SINDy,UC,SR3_L0,0.016681,0,xddot,False,0.4486977007812492,D,3
SINDy,UC,SR3_L0,0.027826,0,xddot,False,0.45725208557596136,D,1
SINDy,UC,SR3_L0,0.046416,0,xddot,False,0.45725208557596136,D,1
SINDy,UC,SR3_L0,0.077426,0,xddot,False,0.45725206678786773,D,1
SINDy,UC,SR3_L0,0.129155,0,xddot,False,0.45725206678786773,D,1
SINDy,UC,SR3_L0,0.215443,0,xddot,False,0.45725206678786773,D,1
SINDy,UC,SR3_L0,0.359381,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L0,0.599484,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L0,1.0,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L0,3.162278,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L0,10.0,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L0,31.622777,0,xddot,False,0.47661722247077726,D,0
SINDy,UC,SR3_L0,0.0001,1,yddot,False,0.2697142147080642,D,12
SINDy,UC,SR3_L0,0.000251,1,yddot,False,0.2697142147080642,D,12
SINDy,UC,SR3_L0,0.000631,1,yddot,False,0.2697142147080642,D,12
SINDy,UC,SR3_L0,0.001585,1,yddot,False,0.2697142147080642,D,12
SINDy,UC,SR3_L0,0.003981,1,yddot,False,0.2631841863114056,D,11
SINDy,UC,SR3_L0,0.01,1,yddot,False,0.2631841863114056,D,11
SINDy,UC,SR3_L0,0.016681,1,yddot,False,0.2631841863114056,D,11
SINDy,UC,SR3_L0,0.027826,1,yddot,False,0.2631841863114056,D,11
SINDy,UC,SR3_L0,0.046416,1,yddot,False,0.24959262669117166,D,10
SINDy,UC,SR3_L0,0.077426,1,yddot,False,0.24959262669117166,D,10
SINDy,UC,SR3_L0,0.129155,1,yddot,False,0.24499371884815785,D,9
SINDy,UC,SR3_L0,0.215443,1,yddot,False,0.24499371884815785,D,9
SINDy,UC,SR3_L0,0.359381,1,yddot,False,0.24499371884815785,D,9
SINDy,UC,SR3_L0,0.599484,1,yddot,False,0.17264858076685557,D,7
SINDy,UC,SR3_L0,1.0,1,yddot,False,0.16793133070963476,D,7
SINDy,UC,SR3_L0,3.162278,1,yddot,False,0.16667371689061347,D,7
SINDy,UC,SR3_L0,10.0,1,yddot,False,0.2644342312020871,D,4
SINDy,UC,SR3_L0,31.622777,1,yddot,False,0.2908733969935202,D,4
SINDy,UC,SR3_L0,0.0001,2,thetaddot,False,2.4443566571131985,F,12
SINDy,UC,SR3_L0,0.000251,2,thetaddot,False,2.4443566571131985,F,12
SINDy,UC,SR3_L0,0.000631,2,thetaddot,False,2.4443566571131985,F,12
SINDy,UC,SR3_L0,0.001585,2,thetaddot,False,2.4452533650913306,F,11
SINDy,UC,SR3_L0,0.003981,2,thetaddot,False,2.442277825293411,F,6
SINDy,UC,SR3_L0,0.01,2,thetaddot,False,2.3912899394003775,F,4
SINDy,UC,SR3_L0,0.016681,2,thetaddot,False,2.3912904334058553,F,4
SINDy,UC,SR3_L0,0.027826,2,thetaddot,False,2.3811544932680517,F,1
SINDy,UC,SR3_L0,0.046416,2,thetaddot,False,2.381154174992512,F,1
SINDy,UC,SR3_L0,0.077426,2,thetaddot,False,2.381154174992512,F,1
SINDy,UC,SR3_L0,0.129155,2,thetaddot,False,2.38115431747146,F,1
SINDy,UC,SR3_L0,0.215443,2,thetaddot,False,2.38115431747146,F,1
SINDy,UC,SR3_L0,0.359381,2,thetaddot,False,2.38115431747146,F,1
SINDy,UC,SR3_L0,0.599484,2,thetaddot,False,2.38115431747146,F,1
SINDy,UC,SR3_L0,1.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L0,3.162278,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L0,10.0,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC,SR3_L0,31.622777,2,thetaddot,False,2.6340781326785514,F,0
SINDy,UC+λ,STLSQ,0.0001,0,xddot,True,0.43424898571350834,D,14
SINDy,UC+λ,STLSQ,0.000251,0,xddot,True,0.43424898571350834,D,14
SINDy,UC+λ,STLSQ,0.000631,0,xddot,True,0.43424898571350834,D,14
SINDy,UC+λ,STLSQ,0.001585,0,xddot,True,0.43424908027132686,D,13
SINDy,UC+λ,STLSQ,0.003981,0,xddot,True,0.43424908027132686,D,13
SINDy,UC+λ,STLSQ,0.01,0,xddot,True,0.43424908027132686,D,13
SINDy,UC+λ,STLSQ,0.016681,0,xddot,True,0.4342489793081961,D,12
SINDy,UC+λ,STLSQ,0.027826,0,xddot,True,0.4342489136850401,D,3
SINDy,UC+λ,STLSQ,0.046416,0,xddot,True,0.4342489136850401,D,3
SINDy,UC+λ,STLSQ,0.077426,0,xddot,True,0.4342489136850401,D,3
SINDy,UC+λ,STLSQ,0.129155,0,xddot,True,0.4342489136850401,D,3
SINDy,UC+λ,STLSQ,0.215443,0,xddot,True,0.45330125361695034,D,1
SINDy,UC+λ,STLSQ,0.359381,0,xddot,True,0.47661722247077726,D,0
SINDy,UC+λ,STLSQ,0.599484,0,xddot,True,0.47661722247077726,D,0
SINDy,UC+λ,STLSQ,1.0,0,xddot,True,0.47661722247077726,D,0
SINDy,UC+λ,STLSQ,3.162278,0,xddot,True,0.47661722247077726,D,0
SINDy,UC+λ,STLSQ,10.0,0,xddot,True,0.47661722247077726,D,0
SINDy,UC+λ,STLSQ,31.622777,0,xddot,True,0.47661722247077726,D,0
SINDy,UC+λ,STLSQ,0.0001,1,yddot,True,0.3953992239736442,D,14
SINDy,UC+λ,STLSQ,0.000251,1,yddot,True,0.3953992239736442,D,14
SINDy,UC+λ,STLSQ,0.000631,1,yddot,True,0.3953992239736442,D,14
SINDy,UC+λ,STLSQ,0.001585,1,yddot,True,0.3953992239736442,D,14
SINDy,UC+λ,STLSQ,0.003981,1,yddot,True,0.3953992239736442,D,14
SINDy,UC+λ,STLSQ,0.01,1,yddot,True,0.3946417996889134,D,13
SINDy,UC+λ,STLSQ,0.016681,1,yddot,True,0.38368481377888136,D,8
SINDy,UC+λ,STLSQ,0.027826,1,yddot,True,0.3830820576300231,D,3
SINDy,UC+λ,STLSQ,0.046416,1,yddot,True,0.3830820576300231,D,3
SINDy,UC+λ,STLSQ,0.077426,1,yddot,True,0.3882545042719702,D,2
SINDy,UC+λ,STLSQ,0.129155,1,yddot,True,0.38601726728120395,D,1
SINDy,UC+λ,STLSQ,0.215443,1,yddot,True,0.38601726728120395,D,1
SINDy,UC+λ,STLSQ,0.359381,1,yddot,True,0.38601726728120395,D,1
SINDy,UC+λ,STLSQ,0.599484,1,yddot,True,0.38601726728120395,D,1
SINDy,UC+λ,STLSQ,1.0,1,yddot,True,0.2786098772390837,D,0
SINDy,UC+λ,STLSQ,3.162278,1,yddot,True,0.2786098772390837,D,0
SINDy,UC+λ,STLSQ,10.0,1,yddot,True,0.2786098772390837,D,0
SINDy,UC+λ,STLSQ,31.622777,1,yddot,True,0.2786098772390837,D,0
SINDy,UC+λ,STLSQ,0.0001,2,thetaddot,True,2.530552108948138,F,14
SINDy,UC+λ,STLSQ,0.000251,2,thetaddot,True,2.530552108948138,F,14
SINDy,UC+λ,STLSQ,0.000631,2,thetaddot,True,2.530552108948138,F,14
SINDy,UC+λ,STLSQ,0.001585,2,thetaddot,True,2.530552108948138,F,14
SINDy,UC+λ,STLSQ,0.003981,2,thetaddot,True,2.530552108948138,F,14
SINDy,UC+λ,STLSQ,0.01,2,thetaddot,True,2.530571885640477,F,13
SINDy,UC+λ,STLSQ,0.016681,2,thetaddot,True,2.445423424380187,F,12
SINDy,UC+λ,STLSQ,0.027826,2,thetaddot,True,2.445423424380187,F,12
SINDy,UC+λ,STLSQ,0.046416,2,thetaddot,True,2.4417899337359645,F,10
SINDy,UC+λ,STLSQ,0.077426,2,thetaddot,True,2.4417899337359645,F,10
SINDy,UC+λ,STLSQ,0.129155,2,thetaddot,True,2.4426393956404064,F,7
SINDy,UC+λ,STLSQ,0.215443,2,thetaddot,True,2.44866855023573,F,3
SINDy,UC+λ,STLSQ,0.359381,2,thetaddot,True,2.359715597312126,F,1
SINDy,UC+λ,STLSQ,0.599484,2,thetaddot,True,2.6340781326785514,F,0
SINDy,UC+λ,STLSQ,1.0,2,thetaddot,True,2.6340781326785514,F,0
SINDy,UC+λ,STLSQ,3.162278,2,thetaddot,True,2.6340781326785514,F,0
