algorithm,regime,library,optimizer,threshold,dof,n_terms,MSE_train,MSE_val,MSE_test,R2_val,R2_test,ATE,ate_grade,equation
SINDy,bouncing,Full,Ridge,0.01,a_y,62,0.004448555575848154,0.3358159190466161,4.288821125350152,0.0,0.0,0.03364612532635269,B,-0.791634 x +0.086390 y +0.499375 theta +0.415354 xdot +0.818937 ydot +0.613824 thetadot +0.732291 xddot -0.240574 thetaddot -0.114860 x^2 +0.605669 x y -0.113230 x theta +0.226754 x xdot -2.202824 x ydot -1.214335 x thetadot -0.342727 x xddot -1.595290 x thetaddot +0.629093 y^2 -0.546916 y theta +1.356175 y xdot -0.809569 y ydot -1.200377 y thetadot -1.056200 y xddot -0.240569 y thetaddot +0.067429 theta^2 +0.192663 theta xdot +1.066773 theta ydot +0.831062 theta thetadot +0.673037 theta xddot +0.644483 theta thetaddot -2.441067 xdot^2 +2.103664 xdot ydot +1.195481 xdot thetadot -2.961249 xdot xddot +2.695611 xdot thetaddot +0.911530 ydot^2 -1.143298 ydot thetadot -0.611157 ydot xddot +0.271700 ydot thetaddot +0.524756 thetadot^2 +1.995357 thetadot xddot +2.413516 thetadot thetaddot -2.047712 xddot^2 -1.427262 xddot thetaddot +1.427130 thetaddot^2 -1.581340 sin(theta) +0.576507 cos(theta) +1.396369 sin(theta) x -0.365107 sin(theta) y -1.498256 sin(theta) theta -1.790845 sin(theta) xdot -0.306055 sin(theta) ydot +0.481460 sin(theta) thetadot +2.449360 sin(theta) xddot +0.826851 sin(theta) thetaddot -0.824125 cos(theta) x +0.400311 cos(theta) y +0.917391 cos(theta) theta +3.356876 cos(theta) xdot -0.846841 cos(theta) ydot -2.803061 cos(theta) thetadot +0.297829 cos(theta) xddot +2.107746 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.01,a_theta,62,2.532580776073009e-07,5.750823723329755e-05,0.0023601525879210342,0.9985730458593489,0.6498599954568189,0.0020152318672449626,A,-0.000156 x -0.051985 y -0.002723 theta -0.043696 xdot -0.030186 ydot +0.063136 thetadot -0.176143 xddot +0.021025 yddot -0.068498 x^2 -0.005259 x y +0.044582 x theta -0.016320 x xdot +0.010600 x ydot +0.027837 x thetadot +0.089245 x xddot +0.028581 x yddot -0.054593 y^2 -0.060582 y theta +0.024082 y xdot +0.048475 y ydot +0.029916 y thetadot -0.077071 y xddot -0.131737 y yddot -0.034648 theta^2 -0.007441 theta xdot -0.021640 theta ydot +0.010301 theta thetadot -0.127357 theta xddot -0.018586 theta yddot +0.029780 xdot^2 +0.022966 xdot ydot -0.040408 xdot thetadot +0.204157 xdot xddot -0.081547 xdot yddot -0.088394 ydot^2 +0.030349 ydot thetadot -0.004100 ydot xddot -0.031099 ydot yddot +0.037834 thetadot^2 -0.220767 thetadot xddot +0.174545 thetadot yddot +0.038069 xddot^2 -0.361943 xddot yddot +0.124842 yddot^2 -0.017725 sin(theta) -0.133066 cos(theta) -0.060236 sin(theta) x -0.023959 sin(theta) y +0.013035 sin(theta) theta -0.063424 sin(theta) xdot -0.014570 sin(theta) ydot +0.107469 sin(theta) thetadot +0.029344 sin(theta) xddot +0.055617 sin(theta) yddot +0.019285 cos(theta) x -0.066457 cos(theta) y -0.073719 cos(theta) theta +0.057009 cos(theta) xdot +0.093567 cos(theta) ydot -0.100713 cos(theta) thetadot -0.059794 cos(theta) xddot -0.461613 cos(theta) yddot
SINDy,bouncing,Full,Ridge,0.05,a_x,62,4.3282405350913707e-07,3.260563124490127e-05,0.00030062101205717155,0.9750294813619972,-0.3764992326265908,0.0008575926922260762,A,+0.015860 x -0.033167 y +0.032570 theta -0.172751 xdot -0.033447 ydot -0.029987 thetadot -0.017848 yddot -0.076361 thetaddot -0.101419 x^2 +0.049234 x y +0.051615 x theta +0.030743 x xdot +0.031304 x ydot +0.044120 x thetadot -0.108169 x yddot +0.000945 x thetaddot -0.070976 y^2 -0.041348 y theta -0.105567 y xdot +0.068453 y ydot -0.116926 y thetadot -0.049328 y yddot -0.076361 y thetaddot -0.003071 theta^2 -0.130552 theta xdot -0.036156 theta ydot +0.001715 theta thetadot +0.001279 theta yddot -0.033477 theta thetaddot +0.261808 xdot^2 -0.068954 xdot ydot -0.103052 xdot thetadot +0.146349 xdot yddot +0.123287 xdot thetaddot -0.141824 ydot^2 -0.072561 ydot thetadot -0.117153 ydot yddot -0.018397 ydot thetaddot -0.087255 thetadot^2 +0.128520 thetadot yddot -0.038179 thetadot thetaddot +0.068721 yddot^2 +0.000342 yddot thetaddot +0.102463 thetaddot^2 +0.005210 sin(theta) -0.171063 cos(theta) -0.187150 sin(theta) x -0.016426 sin(theta) y +0.046833 sin(theta) theta -0.075280 sin(theta) xdot -0.058901 sin(theta) ydot +0.151607 sin(theta) thetadot -0.066505 sin(theta) yddot +0.001346 sin(theta) thetaddot -0.070114 cos(theta) x -0.076217 cos(theta) y -0.063422 cos(theta) theta -0.302337 cos(theta) xdot +0.181758 cos(theta) ydot +0.551325 cos(theta) thetadot -0.332753 cos(theta) yddot +0.107733 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.05,a_y,62,0.004873089226683435,0.11703400345889697,0.1709794093369506,0.0,0.0,0.04485265137427784,B,-0.492262 x -0.146432 y +0.442495 theta +0.149117 xdot +0.402288 ydot +0.222839 thetadot +0.421037 xddot -0.379988 thetaddot +0.144695 x^2 +0.410765 x y -0.254661 x theta -0.014313 x xdot -1.195408 x ydot -0.469213 x thetadot +0.144086 x xddot -0.765599 x thetaddot +0.120544 y^2 -0.460099 y theta +0.793818 y xdot -0.374030 y ydot -0.907651 y thetadot -0.331628 y xddot -0.379987 y thetaddot +0.280388 theta^2 +0.093569 theta xdot +0.514602 theta ydot +0.342194 theta thetadot +0.158968 theta xddot +0.228891 theta thetaddot -1.122256 xdot^2 +0.717048 xdot ydot +0.648865 xdot thetadot -1.163521 xdot xddot +1.433631 xdot thetaddot +0.324158 ydot^2 -0.838556 ydot thetadot -0.132902 ydot xddot +0.354764 ydot thetaddot +0.005791 thetadot^2 +0.665982 thetadot xddot +0.698208 thetadot thetaddot -0.697245 xddot^2 -0.803790 xddot thetaddot +0.803767 thetaddot^2 -0.838485 sin(theta) +0.227111 cos(theta) +0.348097 sin(theta) x -0.101120 sin(theta) y -0.655500 sin(theta) theta -0.596565 sin(theta) xdot -0.154074 sin(theta) ydot -0.113745 sin(theta) thetadot +0.614690 sin(theta) xddot -0.115798 sin(theta) thetaddot -0.261089 cos(theta) x -0.240162 cos(theta) y +0.311233 cos(theta) theta +1.543186 cos(theta) xdot -0.571026 cos(theta) ydot -1.270792 cos(theta) thetadot -0.117577 cos(theta) xddot +1.231983 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.05,a_theta,62,7.488816595271396e-07,0.00014208902819614678,0.00017701498036088364,0.9964743393837121,0.9737389750370476,0.0008909849800434595,A,+0.000181 x -0.049511 y -0.004862 theta -0.032176 xdot -0.025677 ydot +0.051767 thetadot -0.180032 xddot +0.011608 yddot -0.049394 x^2 -0.009093 x y +0.032979 x theta -0.023961 x xdot -0.005226 x ydot +0.031495 x thetadot +0.108850 x xddot +0.013248 x yddot -0.048463 y^2 -0.059388 y theta +0.015764 y xdot +0.044005 y ydot +0.016436 y thetadot -0.085353 y xddot -0.114587 y yddot -0.027534 theta^2 +0.003641 theta xdot -0.018743 theta ydot +0.000694 theta thetadot -0.139567 theta xddot -0.004292 theta yddot +0.009851 xdot^2 +0.037674 xdot ydot -0.022467 xdot thetadot +0.202340 xdot xddot -0.097604 xdot yddot -0.101422 ydot^2 +0.032413 ydot thetadot -0.007075 ydot xddot -0.004590 ydot yddot +0.028489 thetadot^2 -0.225229 thetadot xddot +0.123627 thetadot yddot +0.026837 xddot^2 -0.379222 xddot yddot +0.124380 yddot^2 -0.013656 sin(theta) -0.113358 cos(theta) -0.051246 sin(theta) x -0.033262 sin(theta) y +0.012872 sin(theta) theta -0.044219 sin(theta) xdot +0.004893 sin(theta) ydot +0.073339 sin(theta) thetadot +0.016367 sin(theta) xddot +0.045783 sin(theta) yddot +0.042217 cos(theta) x -0.043124 cos(theta) y -0.076244 cos(theta) theta +0.046374 cos(theta) xdot +0.083252 cos(theta) ydot -0.090015 cos(theta) thetadot -0.032869 cos(theta) xddot -0.432244 cos(theta) yddot
SINDy,bouncing,Full,Ridge,0.1,a_x,62,6.092381564851886e-07,3.7408992276483465e-05,0.0003102051504611274,0.9713509015711846,-0.4203835874431576,0.000907905875384153,A,+0.019447 x -0.032638 y +0.026525 theta -0.159313 xdot -0.024473 ydot -0.037882 thetadot -0.012111 yddot -0.058154 thetaddot -0.093211 x^2 +0.033425 x y +0.048922 x theta +0.042001 x xdot +0.041591 x ydot +0.052611 x thetadot -0.077502 x yddot -0.009621 x thetaddot -0.068661 y^2 -0.033935 y theta -0.099958 y xdot +0.071488 y ydot -0.107296 y thetadot -0.038323 y yddot -0.058154 y thetaddot -0.004262 theta^2 -0.129317 theta xdot -0.029143 theta ydot -0.009744 theta thetadot -0.010082 theta yddot -0.017968 theta thetaddot +0.260642 xdot^2 -0.091027 xdot ydot -0.101090 xdot thetadot +0.128243 xdot yddot +0.097116 xdot thetaddot -0.151922 ydot^2 -0.077756 ydot thetadot -0.087556 ydot yddot -0.026908 ydot thetaddot -0.098032 thetadot^2 +0.122536 thetadot yddot -0.045941 thetadot thetaddot +0.054027 yddot^2 +0.000664 yddot thetaddot +0.108850 thetaddot^2 +0.019466 sin(theta) -0.140684 cos(theta) -0.163641 sin(theta) x -0.018439 sin(theta) y +0.048537 sin(theta) theta -0.062750 sin(theta) xdot -0.054189 sin(theta) ydot +0.152991 sin(theta) thetadot -0.079187 sin(theta) yddot +0.029573 sin(theta) thetaddot -0.091956 cos(theta) x -0.066266 cos(theta) y -0.036648 cos(theta) theta -0.319850 cos(theta) xdot +0.184153 cos(theta) ydot +0.499334 cos(theta) thetadot -0.295154 cos(theta) yddot +0.095972 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.1,a_y,62,0.005065426050283625,0.32620842402418115,1.0604360775635489,0.0,0.0,0.06524046221097181,C,-0.398504 x -0.118031 y +0.375088 theta +0.087804 xdot +0.270881 ydot +0.088475 thetadot +0.198905 xddot -0.366555 thetaddot +0.215652 x^2 +0.269671 x y -0.274293 x theta -0.013184 x xdot -0.846340 x ydot -0.250485 x thetadot +0.150284 x xddot -0.453243 x thetaddot -0.042206 y^2 -0.313409 y theta +0.610071 y xdot -0.224944 y ydot -0.685953 y thetadot -0.250691 y xddot -0.366555 y thetaddot +0.289361 theta^2 +0.057140 theta xdot +0.367359 theta ydot +0.169690 theta thetadot +0.033634 theta xddot +0.082450 theta thetaddot -0.685754 xdot^2 +0.460449 xdot ydot +0.445944 xdot thetadot -0.680611 xdot xddot +1.005524 xdot thetaddot +0.203088 ydot^2 -0.549879 ydot thetadot -0.022522 ydot xddot +0.349927 ydot thetaddot -0.096033 thetadot^2 +0.378570 thetadot xddot +0.268921 thetadot thetaddot -0.363181 xddot^2 -0.674936 xddot thetaddot +0.674925 thetaddot^2 -0.556040 sin(theta) +0.118497 cos(theta) +0.093396 sin(theta) x -0.007485 sin(theta) y -0.370292 sin(theta) theta -0.267378 sin(theta) xdot -0.086265 sin(theta) ydot -0.145632 sin(theta) thetadot +0.164771 sin(theta) xddot -0.283250 sin(theta) thetaddot -0.111164 cos(theta) x -0.246230 cos(theta) y +0.149761 cos(theta) theta +0.997008 cos(theta) xdot -0.389193 cos(theta) ydot -0.838553 cos(theta) thetadot -0.254831 cos(theta) xddot +1.049543 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.1,a_theta,62,1.4952704661297416e-06,0.00023181633779313093,0.0005885055196392956,0.9942479321398336,0.9126923715124284,0.0008038830683486921,A,+0.000220 x -0.048398 y -0.005344 theta -0.026506 xdot -0.021142 ydot +0.048209 thetadot -0.179329 xddot +0.010102 yddot -0.043652 x^2 -0.008177 x y +0.029396 x theta -0.026993 x xdot -0.010805 x ydot +0.030274 x thetadot +0.114662 x xddot +0.015391 x yddot -0.043323 y^2 -0.059428 y theta +0.013035 y xdot +0.039721 y ydot +0.014147 y thetadot -0.088707 y xddot -0.110104 y yddot -0.025208 theta^2 +0.008253 theta xdot -0.014923 theta ydot -0.000762 theta thetadot -0.142073 theta xddot -0.005134 theta yddot +0.000379 xdot^2 +0.041528 xdot ydot -0.015873 xdot thetadot +0.196705 xdot xddot -0.097840 xdot yddot -0.099001 ydot^2 +0.030311 ydot thetadot -0.010330 ydot xddot +0.006497 ydot yddot +0.027329 thetadot^2 -0.221290 thetadot xddot +0.110277 thetadot yddot +0.024617 xddot^2 -0.388644 xddot yddot +0.113140 yddot^2 -0.013693 sin(theta) -0.105953 cos(theta) -0.047623 sin(theta) x -0.034651 sin(theta) y +0.011628 sin(theta) theta -0.038469 sin(theta) xdot +0.011941 sin(theta) ydot +0.060267 sin(theta) thetadot +0.019178 sin(theta) xddot +0.041017 sin(theta) yddot +0.049479 cos(theta) x -0.034492 cos(theta) y -0.076237 cos(theta) theta +0.047940 cos(theta) xdot +0.076902 cos(theta) ydot -0.088181 cos(theta) thetadot -0.027637 cos(theta) xddot -0.413006 cos(theta) yddot
SINDy,bouncing,Full,Ridge,0.2,a_x,62,9.82122526554894e-07,3.631246731177156e-05,0.00030733351806967263,0.9721906582642146,-0.4072348066704037,0.0008876645513084575,A,+0.019306 x -0.034383 y +0.022719 theta -0.142085 xdot -0.017827 ydot -0.038848 thetadot -0.008849 yddot -0.041890 thetaddot -0.082961 x^2 +0.019379 x y +0.044030 x theta +0.044644 x xdot +0.044433 x ydot +0.052387 x thetadot -0.051069 x yddot -0.016997 x thetaddot -0.058302 y^2 -0.031021 y theta -0.094937 y xdot +0.069494 y ydot -0.090033 y thetadot -0.034641 y yddot -0.041890 y thetaddot -0.003947 theta^2 -0.120350 theta xdot -0.022984 theta ydot -0.013638 theta thetadot -0.019824 theta yddot -0.006065 theta thetaddot +0.236177 xdot^2 -0.096077 xdot ydot -0.087753 xdot thetadot +0.105547 xdot yddot +0.078460 xdot thetaddot -0.154067 ydot^2 -0.076348 ydot thetadot -0.061944 ydot yddot -0.036446 ydot thetaddot -0.101828 thetadot^2 +0.116138 thetadot yddot -0.046823 thetadot thetaddot +0.039194 yddot^2 +0.001221 yddot thetaddot +0.111238 thetaddot^2 +0.025133 sin(theta) -0.113124 cos(theta) -0.135922 sin(theta) x -0.023030 sin(theta) y +0.043595 sin(theta) theta -0.061655 sin(theta) xdot -0.045676 sin(theta) ydot +0.151438 sin(theta) thetadot -0.085521 sin(theta) yddot +0.056732 sin(theta) thetaddot -0.103156 cos(theta) x -0.053560 cos(theta) y -0.016169 cos(theta) theta -0.319177 cos(theta) xdot +0.180508 cos(theta) ydot +0.454643 cos(theta) thetadot -0.274413 cos(theta) yddot +0.083004 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.2,a_y,62,0.0052258985596138705,0.4927024450652299,1.9228032208469783,0.0,0.0,0.07644460101300916,C,-0.323111 x -0.068261 y +0.308934 theta +0.045236 xdot +0.175592 ydot -0.002744 thetadot +0.053084 xddot -0.337261 thetaddot +0.247892 x^2 +0.145097 x y -0.271123 x theta +0.000970 x xdot -0.588397 x ydot -0.107163 x thetadot +0.133742 x xddot -0.251123 x thetaddot -0.140342 y^2 -0.170486 y theta +0.449566 y xdot -0.117071 y ydot -0.514505 y thetadot -0.180440 y xddot -0.337261 y thetaddot +0.274124 theta^2 +0.028419 theta xdot +0.256413 theta ydot +0.051429 theta thetadot -0.034562 theta xddot -0.005937 theta thetaddot -0.369344 xdot^2 +0.309911 xdot ydot +0.291527 xdot thetadot -0.386030 xdot xddot +0.720856 xdot thetaddot +0.136909 ydot^2 -0.302789 ydot thetadot +0.035496 ydot xddot +0.335698 ydot thetaddot -0.143605 thetadot^2 +0.220191 thetadot xddot +0.021576 thetadot thetaddot -0.161350 xddot^2 -0.591840 xddot thetaddot +0.591835 thetaddot^2 -0.347345 sin(theta) +0.049203 cos(theta) -0.080932 sin(theta) x +0.047068 sin(theta) y -0.165192 sin(theta) theta -0.058320 sin(theta) xdot -0.031754 sin(theta) ydot -0.128247 sin(theta) thetadot -0.078169 sin(theta) xddot -0.344524 sin(theta) thetaddot -0.014323 cos(theta) x -0.185635 cos(theta) y +0.049887 cos(theta) theta +0.658790 cos(theta) xdot -0.239604 cos(theta) ydot -0.566462 cos(theta) thetadot -0.337201 cos(theta) xddot +0.910756 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.2,a_theta,62,3.369403955413982e-06,0.00023676363173457356,0.000725817161516986,0.994125174741687,0.8923215280521604,0.0008263534643792379,A,+0.000743 x -0.046192 y -0.005939 theta -0.021470 xdot -0.015074 ydot +0.043450 thetadot -0.176885 xddot +0.009527 yddot -0.038748 x^2 -0.005847 x y +0.026451 x theta -0.028744 x xdot -0.012604 x ydot +0.028392 x thetadot +0.119515 x xddot +0.023717 x yddot -0.038216 y^2 -0.058309 y theta +0.009482 y xdot +0.035143 y ydot +0.013685 y thetadot -0.095111 y xddot -0.105988 y yddot -0.023230 theta^2 +0.011573 theta xdot -0.009872 theta ydot -0.001966 theta thetadot -0.143431 theta xddot -0.010638 theta yddot -0.006778 xdot^2 +0.041354 xdot ydot -0.010179 xdot thetadot +0.188256 xdot xddot -0.094128 xdot yddot -0.092547 ydot^2 +0.027550 ydot thetadot -0.015857 ydot xddot +0.018201 ydot yddot +0.025102 thetadot^2 -0.212475 thetadot xddot +0.099751 thetadot yddot +0.024002 xddot^2 -0.399548 xddot yddot +0.092923 yddot^2 -0.014111 sin(theta) -0.098222 cos(theta) -0.043912 sin(theta) x -0.034277 sin(theta) y +0.010087 sin(theta) theta -0.032701 sin(theta) xdot +0.017716 sin(theta) ydot +0.047543 sin(theta) thetadot +0.027813 sin(theta) xddot +0.033707 sin(theta) yddot +0.055215 cos(theta) x -0.027696 cos(theta) y -0.075374 cos(theta) theta +0.050852 cos(theta) xdot +0.070417 cos(theta) ydot -0.085524 cos(theta) thetadot -0.026265 cos(theta) xddot -0.387249 cos(theta) yddot
SINDy,bouncing,Full,Ridge,0.3,a_x,62,1.3901060544947799e-06,2.7960231469396405e-05,0.0002597031762736574,0.9785870889667682,-0.18914250339691008,0.0008032720852016635,A,+0.017800 x -0.035605 y +0.021061 theta -0.129575 xdot -0.014772 ydot -0.036887 thetadot -0.008582 yddot -0.033255 thetaddot -0.076094 x^2 +0.011497 x y +0.040374 x theta +0.043683 x xdot +0.043464 x ydot +0.048300 x thetadot -0.035399 x yddot -0.020605 x thetaddot -0.049435 y^2 -0.030157 y theta -0.091949 y xdot +0.066207 y ydot -0.076860 y thetadot -0.033438 y yddot -0.033255 y thetaddot -0.003445 theta^2 -0.112029 theta xdot -0.019871 theta ydot -0.012947 theta thetadot -0.026060 theta yddot -0.000110 theta thetaddot +0.211701 xdot^2 -0.092251 xdot ydot -0.074989 xdot thetadot +0.089004 xdot yddot +0.069938 xdot thetaddot -0.151943 ydot^2 -0.073127 ydot thetadot -0.049680 ydot yddot -0.041857 ydot thetaddot -0.101314 thetadot^2 +0.112029 thetadot yddot -0.045718 thetadot thetaddot +0.029307 yddot^2 +0.001669 yddot thetaddot +0.110115 thetaddot^2 +0.024979 sin(theta) -0.096550 cos(theta) -0.115931 sin(theta) x -0.026470 sin(theta) y +0.037260 sin(theta) theta -0.065702 sin(theta) xdot -0.040017 sin(theta) ydot +0.149472 sin(theta) thetadot -0.088708 sin(theta) yddot +0.072065 sin(theta) thetaddot -0.106473 cos(theta) x -0.044870 cos(theta) y -0.005255 cos(theta) theta -0.312074 cos(theta) xdot +0.175475 cos(theta) ydot +0.428765 cos(theta) thetadot -0.266617 cos(theta) yddot +0.075180 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.3,a_y,62,0.0053069527427350065,0.5497939154628739,2.261977580521438,0.0,0.0,0.0794063679320607,C,-0.287832 x -0.043212 y +0.275810 theta +0.026460 xdot +0.135653 ydot -0.039143 thetadot +0.004656 xddot -0.314866 thetaddot +0.255023 x^2 +0.086865 x y -0.264154 x theta +0.009091 x xdot -0.475575 x ydot -0.051218 x thetadot +0.122956 x xddot -0.173882 x thetaddot -0.165528 y^2 -0.104674 y theta +0.368950 y xdot -0.073445 y ydot -0.440844 y thetadot -0.142386 y xddot -0.314866 y thetaddot +0.261549 theta^2 +0.015335 theta xdot +0.206852 theta ydot +0.004191 theta thetadot -0.054473 theta xddot -0.035766 theta thetaddot -0.235450 xdot^2 +0.250391 xdot ydot +0.224208 xdot thetadot -0.280692 xdot xddot +0.602601 xdot thetaddot +0.113941 ydot^2 -0.190952 ydot thetadot +0.052233 ydot xddot +0.323616 ydot thetaddot -0.156424 thetadot^2 +0.170802 thetadot xddot -0.060050 thetadot thetaddot -0.088227 xddot^2 -0.553940 xddot thetaddot +0.553937 thetaddot^2 -0.258352 sin(theta) +0.022970 cos(theta) -0.155006 sin(theta) x +0.062327 sin(theta) y -0.078446 sin(theta) theta +0.020912 sin(theta) xdot -0.009810 sin(theta) ydot -0.112285 sin(theta) thetadot -0.149040 sin(theta) xddot -0.341836 sin(theta) thetaddot +0.024244 cos(theta) x -0.143997 cos(theta) y +0.012112 cos(theta) theta +0.535893 cos(theta) xdot -0.173818 cos(theta) ydot -0.463205 cos(theta) thetadot -0.363684 cos(theta) xddot +0.831065 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.3,a_theta,62,5.446440259582576e-06,0.00018803060216616331,0.0005852752550492028,0.9953343893111931,0.9131715968235543,0.0009174162034788369,A,+0.001378 x -0.044236 y -0.006451 theta -0.018920 xdot -0.010853 ydot +0.039569 thetadot -0.174390 xddot +0.009417 yddot -0.036166 x^2 -0.003933 x y +0.025004 x theta -0.029028 x xdot -0.011773 x ydot +0.027248 x thetadot +0.121949 x xddot +0.030803 x yddot -0.035421 y^2 -0.056911 y theta +0.006538 y xdot +0.032369 y ydot +0.013954 y thetadot -0.100364 y xddot -0.103166 y yddot -0.022257 theta^2 +0.012796 theta xdot -0.006432 theta ydot -0.002956 theta thetadot -0.143623 theta xddot -0.015547 theta yddot -0.009479 xdot^2 +0.039546 xdot ydot -0.007135 xdot thetadot +0.181968 xdot xddot -0.090222 xdot yddot -0.087159 ydot^2 +0.025725 ydot thetadot -0.020607 ydot xddot +0.024904 ydot yddot +0.022683 thetadot^2 -0.204971 thetadot xddot +0.094492 thetadot yddot +0.023728 xddot^2 -0.406506 xddot yddot +0.077648 yddot^2 -0.014476 sin(theta) -0.093456 cos(theta) -0.041614 sin(theta) x -0.033382 sin(theta) y +0.009063 sin(theta) theta -0.028781 sin(theta) xdot +0.020424 sin(theta) ydot +0.039920 sin(theta) thetadot +0.035721 sin(theta) xddot +0.028230 sin(theta) yddot +0.058210 cos(theta) x -0.024589 cos(theta) y -0.074627 cos(theta) theta +0.052928 cos(theta) xdot +0.066832 cos(theta) ydot -0.083230 cos(theta) thetadot -0.026474 cos(theta) xddot -0.369278 cos(theta) yddot
SINDy,bouncing,Full,Ridge,0.5,a_x,62,2.209956553670973e-06,1.289285217693221e-05,0.00016019703693242066,0.9901262084710768,0.2664814182563051,0.0006218010475600389,A,+0.014698 x -0.036662 y +0.019327 theta -0.111422 xdot -0.011636 ydot -0.032596 thetadot -0.009917 yddot -0.023376 thetaddot -0.066775 x^2 +0.001713 x y +0.035197 x theta +0.041069 x xdot +0.040323 x ydot +0.039620 x thetadot -0.014686 x yddot -0.024778 x thetaddot -0.037420 y^2 -0.028946 y theta -0.087578 y xdot +0.060429 y ydot -0.058148 y thetadot -0.031528 y yddot -0.023376 y thetaddot -0.002723 theta^2 -0.099152 theta xdot -0.016465 theta ydot -0.009695 theta thetadot -0.034845 theta yddot +0.006637 theta thetaddot +0.172495 xdot^2 -0.081450 xdot ydot -0.054861 xdot thetadot +0.065002 xdot yddot +0.061093 xdot thetaddot -0.146203 ydot^2 -0.066999 ydot thetadot -0.037652 ydot yddot -0.048026 ydot thetaddot -0.098358 thetadot^2 +0.106568 thetadot yddot -0.043594 thetadot thetaddot +0.015441 yddot^2 +0.002342 yddot thetaddot +0.105913 thetaddot^2 +0.021880 sin(theta) -0.074836 cos(theta) -0.086748 sin(theta) x -0.030967 sin(theta) y +0.026118 sin(theta) theta -0.074473 sin(theta) xdot -0.033113 sin(theta) ydot +0.146116 sin(theta) thetadot -0.093258 sin(theta) yddot +0.090512 sin(theta) thetaddot -0.108560 cos(theta) x -0.033586 cos(theta) y +0.008211 cos(theta) theta -0.298153 cos(theta) xdot +0.166215 cos(theta) ydot +0.395378 cos(theta) thetadot -0.258936 cos(theta) yddot +0.065386 cos(theta) thetaddot
SINDy,bouncing,Full,Ridge,0.5,a_y,62,0.005406098284462133,0.5734817622686418,2.4771899790593817,0.0,0.0,0.07961978172097599,C,-0.251379 x -0.021564 y +0.240874 theta +0.007667 xdot +0.098448 ydot -0.070189 thetadot -0.027050 xddot -0.281945 thetaddot +0.255928 x^2 +0.029378 x y -0.252733 x theta +0.017024 x xdot -0.364897 x ydot -0.002761 x thetadot +0.110411 x xddot -0.106185 x thetaddot -0.168088 y^2 -0.044964 y theta +0.283137 y xdot -0.035375 y ydot -0.370123 y thetadot -0.100439 y xddot -0.281944 y thetaddot +0.245036 theta^2 +0.002398 theta xdot +0.157730 theta ydot -0.036703 theta thetadot -0.065336 theta xddot -0.057150 theta thetaddot -0.111711 xdot^2 +0.192442 xdot ydot +0.160014 xdot thetadot -0.195345 xdot xddot +0.486610 xdot thetaddot +0.093856 ydot^2 -0.083625 ydot thetadot +0.063140 ydot xddot +0.304899 ydot thetaddot -0.162739 thetadot^2 +0.136238 thetadot xddot -0.116585 thetadot thetaddot -0.030692 xddot^2 -0.510701 xddot thetaddot +0.510699 thetaddot^2 -0.174787 sin(theta) +0.000733 cos(theta) -0.224057 sin(theta) x +0.067964 sin(theta) y +0.002102 sin(theta) theta +0.085901 sin(theta) xdot +0.007027 sin(theta) ydot -0.092296 sin(theta) thetadot -0.189197 sin(theta) xddot -0.307541 sin(theta) thetaddot +0.057548 cos(theta) x -0.097841 cos(theta) y -0.019748 cos(theta) theta +0.432887 cos(theta) xdot -0.112027 cos(theta) ydot -0.372463 cos(theta) thetadot -0.377543 cos(theta) xddot +0.722829 cos(theta) thetaddot
