feature,coefficient
q2,-1.846503447347846
q2_dot,0.4254829517637139
q2_dot a1_x,-7.672219963334858
cos(q3)*q2,0.48335113891975867
cos(q3)*q2_dot,0.6367306563871885
cos(q3)*q2 q2_dot,-1.6312815240284229
cos(q3)*q2_dot q3_dot,0.3039733207877332
