algorithm,run,library,parsimony,maxsize,dof,n_terms,MSE_train,MSE_val,MSE_test,R2_val,R2_test,ATE,ate_grade,equation
PySR,run_5,Full,0.1,15,a_z,3,8.582693778203877,10.228111452395012,10.240125340623262,0.1918659275922815,0.2751252397595284,0.147230216313966,C,vy/(-1.0707252)
Hybrid PySR,pooled,Full,0.1,15,a_x,5,45.0654100109784,42.21403607715372,39.1617624122987,0.9678560002535797,0.9722450064263667,22.696669782866728,F,(sin_ez + vy)*12.480957
Hybrid PySR,pooled,Full,0.1,15,a_y,7,56.81618125569734,48.54605468345255,32.96491990072047,0.9592067966096145,0.9753264787677506,149.85154153490757,F,(vx - (0.14156005 - cos_ez))/(-0.08023525)
Hybrid PySR,pooled,Full,0.1,15,a_z,3,11.905627419577725,14.124815221962065,29.50463051574425,-0.40224410098405583,-0.7472977818279749,1.3691658148281964,F,ay*0.07841738
PySR,run_1,Full,0.1,25,a_x,7,47.381886771479316,29.988567671055893,26.827272223524908,0.9784178927306626,0.9780057078770366,4.105392973437499,F,px*70.252 + vy/0.057256423
PySR,run_1,Full,0.1,25,a_y,6,72.7354513325228,40.43337174106352,43.71773424383919,0.9717979691173982,0.9658474668828134,1.7005577114351655,F,(vx + sin(cos_ez))*(-12.905485)
PySR,run_1,Full,0.1,25,a_z,5,8.216898916227974,6.464161512743591,6.17956007120618,0.678513408011437,0.6019509868147384,0.6627203756797685,F,0.101542756*(-alphax + ay)
PySR,run_2,Full,0.1,25,a_x,9,73.14069568263082,34.93498166542185,91.96362991922655,0.9718272641982016,0.9360673731667606,1.0334955214558705,F,(px*3.9437196 + vy)/0.056522425 - 0.6715556
PySR,run_2,Full,0.1,25,a_y,9,51.082784157157356,34.165133250445244,66.7803379032439,0.971113907854173,0.948057430698241,1.6165193593434248,F,-13.917592*cos_ez - vx/0.07955393 + 0.10380542
PySR,run_2,Full,0.1,25,a_z,3,14.368012390986173,10.622612721269359,19.946505329462305,0.262231962655633,-0.027994759853774198,0.3127117929204927,D,vx*(-0.76237607)
PySR,run_3,Full,0.1,25,a_x,7,29.05020969067348,38.87046802884136,147.5044166834157,0.970489464174733,0.7015724768369176,1.7324455252941753,F,-vy + (sin_ez + vy)/0.07232516
PySR,run_3,Full,0.1,25,a_y,5,32.83044953726891,52.00604660027174,119.69086264196069,0.9600948723856934,0.6738916751375942,0.6561095933947669,F,(cos_ez + vx)*(-11.975208)
PySR,run_3,Full,0.1,25,a_z,3,10.778237312535229,10.999569999232058,18.788182957312095,-0.8477144843735986,-0.026119329416400827,0.05599814347907722,C,ay*0.0883388
PySR,run_4,Full,0.1,25,a_x,7,31.70823005238789,23.622776080670842,97.40446128335657,0.9803352741596898,-0.1334794815130398,0.30358253485694975,D,sin_ez + (sin_ez + vy)*12.465861
PySR,run_4,Full,0.1,25,a_y,10,33.16841325369502,16.575159539594566,71.05814900834253,0.984739455907597,0.38594553000482046,2.719598073573045,F,py - (cos_ez + vx)/0.08714177 - sin(1.1906598)
PySR,run_4,Full,0.1,25,a_z,3,7.249994734128681,6.052731655448402,3.5953613317373274,0.32909179093477403,0.08452113548825158,0.38945549273602037,D,vy*(-0.6307102)
