dof,algorithm,run,library,optimizer,threshold,ATE,R2_val,R2_test,MSE_test,n_terms,tradeoff_score,equation
a_y,SINDy,run_3,UC,LASSO,0.05,0.1976902035978184,0.9621219483316296,0.94923283986026,69.30614531013698,7,0.19444444444444442,-31.2485 cos(theta) + 5.4447 sin(phi)*cos(psi) + -20.7220 cos(phi)*cos(theta) + 0.4643 zddot + 1.1011 xdot*wz + -1.2575 wx*wy*x + 0.1648 wx*wz*x
a_y,SINDy,run_5,UC,ElasticNet,0.1,0.2263008743183593,0.9712123631284428,0.976124313805332,33.76573771967463,11,0.19444444444444442,14.2594 sin(phi)*cos(psi) + -19.3149 sin(theta)*sin(psi) + 0.3598 xdot*wz + -0.0104 wz*wz*y + -0.1504 wx*wy*x + -0.1603 sin(phi)*xdot*wz + 0.3675 cos(phi)*xdot*wz + -0.0693 cos(phi)*zdot*wz + 0.4099 sin(theta)*ydot*wy + 0.3672 cos(theta)*xdot*wz + -0.4704 sign(xdot)
a_y,SINDy,run_2,UC,STLSQ,0.2,0.1910330231751543,0.972618821462508,0.9643289100434788,39.780322294674654,15,0.19612794612794615,118.4616 sin(phi)*cos(phi) + -555.8047 cos(phi)*cos(theta) + -3.1101 xdot*wx + 7.0283 xdot*wz + -4.9323 ydot*wy + -329.5199 zdot*wy + 9.6357 cos(phi)*xdot*wx + -2.3191 cos(phi)*xdot*wz + -80.9741 cos(phi)*zdot*wx + 76.6167 cos(phi)*zdot*wy + -6.5104 cos(theta)*xdot*wx + -3.6214 cos(theta)*xdot*wz + 4.6754 cos(theta)*ydot*wy + 83.0639 cos(theta)*zdot*wx + 261.8766 cos(theta)*zdot*wy
a_y,SINDy,run_2,UC,LASSO,0.1,0.3127882112480314,0.959004768955518,0.9446227830520408,61.756552453458426,4,0.1978114478114478,-43.7335 cos(theta) + 0.1953 zddot + 1.0981 xdot*wz + -0.7935 wx*wy*x
a_y,SINDy,run_2,UC,LASSO,0.01,0.6927681945944071,0.9830602844972486,0.9826705632281004,19.32575037128424,24,0.20033670033670034,-44.6223 cos(theta) + -3.3324 cos(psi) + 12.4639 sin(phi)*cos(psi) + -3.1495 cos(phi)*cos(psi) + 4.2125 sin(theta)*cos(psi) + -0.0705 cos(theta)*cos(psi) + -0.0311 xddot + 0.3712 zddot + -0.1394 xdot*wy + 1.2815 xdot*wz + -0.1789 wx*wy*x + -0.1772 wx*wy*y + 0.1574 wx*wy*z + 0.3953 alphaz*x + -0.1671 alphaz*z + 0.2516 sin(phi)*xdot*wy + -0.0246 sin(phi)*xdot*wz + 0.0012 cos(phi)*xdot*wz + 0.4505 cos(phi)*zdot*wy + 1.1585 sin(theta)*ydot*wy
a_y,SINDy,run_4,UC,LASSO,0.05,0.4571250768062229,0.962617220502944,0.9799599133730704,24.40572795141085,4,0.20454545454545456,15.5255 sin(phi)*cos(psi) + -11.5474 sin(theta)*sin(psi) + 1.1428 xdot*wz + -0.2315 sin(phi)*xdot*wz
a_y,SINDy,run_3,UC,ElasticNet,0.1,0.0981234372553961,0.9574356841718636,0.9443019487503396,76.03768307651826,13,0.21212121212121207,-36.8692 cos(theta) + 3.0941 sin(phi)*cos(psi) + -17.2056 cos(phi)*cos(theta) + -0.8399 sin(theta)*sin(psi) + 0.5883 zddot + 0.3485 xdot*wz + -0.0434 wy*wy*x + -1.3039 wx*wy*x + 0.1939 wx*wz*x + -0.0997 sin(phi)*xdot*wz + 0.3545 cos(phi)*xdot*wz + -0.2625 sin(theta)*xdot*wx + 0.3488 cos(theta)*xdot*wz
a_y,SINDy,run_2,UC,STLSQ,0.1,0.954694054153968,0.9790843406430808,0.97577044619001,27.02074595400361,15,0.2415824915824916,50.0252 sin(phi)*cos(phi) + -214.8684 cos(phi)*cos(theta) + -11.3275 cos(theta)*cos(psi) + -15.4769 xdot*wx + 3.8009 xdot*wz + -10.3904 ydot*wy + -96.9943 zdot*wy + 8.6422 cos(phi)*xdot*wx + -33.7376 cos(phi)*zdot*wx + 60.5668 cos(phi)*zdot*wy + 6.9373 cos(theta)*xdot*wx + -2.4590 cos(theta)*xdot*wz + 10.2315 cos(theta)*ydot*wy + 34.1440 cos(theta)*zdot*wx + 41.0601 cos(theta)*zdot*wy
a_y,SINDy,run_4,UC,LASSO,0.3,0.1083397989609671,0.8438849658727973,0.8798329611581371,146.34487930606642,1,0.2626262626262626,0.8440 xdot*wz
a_y,SINDy,run_4,UC,STLSQ,0.2,1.6123201343953042,0.9550546881390344,0.9749112142235392,30.55426314718195,2,0.30723905723905726,-31.3629 cos(psi) + -2.1465 wz*wz*y
a_z,SINDy,run_5,UC,LASSO,0.2,0.3204239956438576,0.4568008088420655,0.3140913721734925,8.858942696108604,2,0.07,-0.0627 xddot + -0.0132 sin(theta)*ydot*wx
a_z,SINDy,run_5,UC,LASSO,0.3,0.3231388370171025,0.4146758875095416,0.3213234516955062,8.765535826067852,1,0.08,-0.0521 xddot
a_z,SINDy,run_5,UC,LASSO,0.1,0.3416015913774413,0.4749859356816271,0.2868797528472415,9.21039792862764,6,0.08333333333333333,-23.5782 cos(theta) + -0.0690 xddot + -0.0137 sin(phi)*xdot*wz + -0.1252 sin(theta)*ydot*wx + -0.0008 sin(psi)*xdot*wz + -0.0100 sin(psi)*ydot*wx
a_z,SINDy,run_5,UC,ElasticNet,0.5,0.3061191253315654,0.4271185433641196,0.3053152048675416,8.972292434106864,6,0.09333333333333334,-0.0228 xddot + 0.0131 ydot*wz + -0.0088 sin(phi)*ydot*wz + 0.0125 cos(phi)*ydot*wz + -0.0358 sin(theta)*ydot*wx + 0.0126 cos(theta)*ydot*wz
a_z,SINDy,run_5,UC,ElasticNet,0.2,0.3507897473488566,0.47912001822239,0.2931916439405364,9.128875872728203,12,0.10666666666666667,-31.7111 cos(theta) + -0.0327 sin(phi)*cos(psi) + -0.0349 xddot + 0.0138 ydot*wz + -0.0130 sin(phi)*xdot*wz + 0.0207 sin(phi)*ydot*wy + -0.0096 sin(phi)*ydot*wz + 0.0125 cos(phi)*ydot*wz + -0.1276 sin(theta)*ydot*wx + 0.0132 cos(theta)*ydot*wz + -0.0010 sin(psi)*xdot*wz + -0.0078 sin(psi)*ydot*wx
a_z,SINDy,run_1,UC,LASSO,0.3,0.5853872430332527,0.4611763348571732,0.6227934823436261,8.015853233882677,1,0.13333333333333333,0.0648 yddot
a_z,SINDy,run_1,UC,LASSO,0.2,0.6241161852287538,0.4834479524656493,0.6767292986087518,6.869686434016397,3,0.13749999999999998,0.0748 yddot + -0.1889 sin(theta)*xdot*wx + 0.0436 sin(psi)*ydot*wy
a_z,SINDy,run_2,UC,STLSQ,0.2,0.2279743086018469,0.4689545511749766,0.2971548294414371,10.697438467769237,32,0.14166666666666666,59.5666 sin(phi) + -9.3101 sin(theta) + 52.5916 cos(psi) + -33.8375 sin(phi)*sin(theta) + -162.1935 cos(phi)*cos(theta) + 14.9826 sin(theta)*sin(psi) + -19.6849 sin(theta)*cos(psi) + -56.8274 cos(theta)*cos(psi) + -3.7860 sin(psi)*cos(psi) + 0.0832 yddot + 0.4492 xdot*wx + 4.2462 ydot*wx + -6.8411 ydot*wy + 0.1655 ydot*wz + 3.7537 zdot*wx + -0.0005 zdot*wy + -0.8193 wy*wy*x + -2.0175 wy*wy*z + 0.0749 wz*wz*x + 0.5906 wy*wz*y
a_z,SINDy,run_5,UC,ElasticNet,0.1,0.4794298389089596,0.5160654898222587,0.2724243262270756,9.397098883945327,23,0.15,-49.6023 cos(theta) + 0.2256 sin(phi)*cos(phi) + 0.0480 sin(phi)*cos(theta) + -1.0812 sin(phi)*cos(psi) + -0.0411 xddot + 0.0129 ydot*wz + -0.1254 wx*wx*z + -0.0103 wz*wz*z + -0.1169 wx*wy*y + 0.1199 alphay*z + 0.0915 sin(phi)*xdot*wy + 0.0280 sin(phi)*ydot*wy + 0.0117 cos(phi)*ydot*wz + -0.0737 sin(theta)*ydot*wx + 0.0123 cos(theta)*ydot*wz + -0.0099 sin(psi)*xdot*wz + -0.0635 sin(psi)*ydot*wx + 0.0536 sin(psi)*ydot*wy + 0.0001 sin(psi)*ydot*wz + 0.0347 cos(psi)*xdot*wx
